Car,Price,Driver age,Experience,Car age,Gender,Ownership type,Vehicle class,Annual mileage
FAW,0.814,44,25,4.842,0,0,1,51.859
Geely,2.273,48,19,4.085,0,0,0,3.369
Chevrolet,0.437,31,5,2.487,0,0,2,17.993
Mitsubishi,1.114,31,12,4.372,0,0,3,31.020
Hyundai,0.427,37,19,1.753,0,0,2,41.593
Oldsmobile,3.221,43,14,1.392,0,0,0,64.478
Daihatsu,1.474,27,1,0.262,0,0,0,35.723
Nissan,2.670,26,4,0.071,0,0,2,51.735
Skoda,3.398,32,2,4.683,0,0,1,18.178
ZAZ,0.637,33,11,6.094,0,0,0,14.169
Tesla,1.081,39,12,4.005,0,0,3,24.246
Pontiac,3.294,30,9,4.390,0,1,2,16.890
Ravon,1.241,34,12,4.172,0,0,2,5.930
Isuzu,0.872,22,2,0.703,1,0,1,19.473
Nissan,2.286,54,16,4.353,1,1,2,16.612
Honda,1.687,28,11,9.219,0,0,3,16.623
Mercury,1.482,21,2,1.806,0,0,2,41.147
Audi,1.212,33,13,5.885,0,0,3,37.683
Toyota,0.475,18,0,1.982,0,0,2,10.183
Audi,0.480,31,8,0.741,1,0,2,6.072
ТагАЗ,1.754,23,6,3.009,0,0,0,23.836
Changan,0.346,31,14,5.940,0,0,0,37.971
УАЗ,1.224,21,2,6.040,1,0,0,28.530
FAW,1.441,37,18,1.156,0,0,3,16.210
Luxgen,2.908,50,24,0.998,1,0,0,25.683
Subaru,0.619,21,1,5.078,1,0,2,34.165
Audi,1.122,34,1,3.581,1,0,0,81.076
Infiniti,1.659,37,18,6.503,1,0,0,48.311
Geely,0.662,48,17,7.500,0,1,0,45.414
Saab,1.154,25,6,7.220,0,0,0,29.598
Rolls-Royce,0.284,19,2,4.197,0,0,0,37.348
Land Rover,0.239,52,11,0.041,1,0,2,49.247
Москвич,0.974,28,7,4.488,1,0,0,33.398
Opel,0.378,24,3,3.839,0,0,2,21.084
Honda,0.450,35,13,0.259,0,0,2,16.237
Luxgen,3.081,28,10,2.937,0,0,0,49.415
Infiniti,0.525,21,0,1.461,0,1,2,60.413
Mercedes-Benz,0.581,44,18,1.987,0,1,0,75.760
Jaguar,1.180,27,7,5.756,0,0,2,14.930
Jaguar,0.869,44,23,6.479,0,1,0,84.998
Mercedes-Benz,0.788,38,4,7.287,0,0,2,20.098
ZAZ,1.232,21,4,0.985,1,0,2,20.358
Infiniti,0.844,41,11,3.416,1,0,2,11.517
Suzuki,0.609,44,20,0.464,0,0,0,41.956
Hyundai,0.521,47,18,1.439,0,0,2,44.764
Skoda,1.751,52,23,4.538,0,0,2,28.742
Kia,1.272,28,4,3.065,1,1,0,16.036
Ford,1.542,32,12,6.890,0,0,0,7.077
Lifan,2.113,44,14,5.960,1,0,2,21.215
Rolls-Royce,0.812,26,2,1.773,1,0,0,26.254
Isuzu,0.543,38,14,3.193,1,1,0,21.105
Brilliance,2.432,30,9,0.990,0,0,0,58.591
Chrysler,0.266,37,20,6.160,0,0,1,33.974
Genesis,0.981,25,2,12.653,1,0,2,48.731
GAC,2.597,46,17,0.518,0,0,2,39.194
Lifan,0.271,23,2,2.121,0,0,2,10.892
FAW,0.229,40,20,5.992,0,0,0,92.079
Toyota,0.370,41,18,4.376,0,0,2,25.431
Ferrari,0.721,26,2,7.393,0,0,0,10.616
Jaguar,0.948,43,12,3.090,0,0,2,4.192
BYD,0.222,36,13,0.549,0,0,2,16.513
Infiniti,1.476,30,11,8.447,0,1,0,22.951
FAW,2.004,21,4,4.974,1,0,1,35.418
Hummer,2.621,34,4,1.567,0,0,0,3.970
Rolls-Royce,0.816,30,11,3.783,0,0,0,47.511
Aston Martin,1.794,64,19,0.117,0,0,0,7.005
Kia,1.504,23,1,3.527,0,0,2,71.886
Pontiac,3.494,36,17,6.077,0,0,1,59.004
Toyota,1.424,24,3,1.990,0,0,2,52.096
Scion,0.520,37,18,6.014,0,0,0,37.003
GAC,1.082,28,2,5.196,0,0,2,16.837
Renault,0.547,60,29,1.898,0,0,0,37.839
Geely,0.628,57,32,4.829,0,0,0,69.241
Hyundai,1.120,47,14,3.318,1,0,1,36.613
Oldsmobile,0.784,24,4,6.114,1,0,2,53.117
Daewoo,0.817,20,3,7.671,1,0,0,26.387
Geely,0.598,41,11,6.255,1,0,2,21.360
DS,2.557,40,20,0.170,1,0,0,64.474
Lincoln,1.367,64,24,8.378,0,0,0,22.154
Tesla,0.586,29,4,4.149,1,0,2,14.861
Cadillac,0.858,36,7,3.291,1,0,2,42.779
Volkswagen,0.661,44,9,2.818,1,1,0,20.254
Datsun,0.555,23,2,4.437,1,0,0,61.730
Honda,0.887,54,8,7.583,1,0,0,19.042
Rolls-Royce,1.393,36,8,0.661,0,0,2,51.436
Changan,0.864,48,21,4.508,0,0,3,11.333
Daewoo,1.739,29,1,5.985,1,0,0,18.270
Datsun,0.693,49,19,1.720,0,0,0,23.058
Hummer,2.819,19,1,5.150,0,0,3,39.595
Москвич,0.289,31,12,0.795,0,0,0,21.572
Porsche,1.974,21,1,5.851,0,0,2,45.085
Lancia,0.965,30,6,6.185,0,1,1,13.497
Chrysler,0.189,24,2,3.415,0,0,3,54.697
DongFeng,1.493,27,3,3.030,0,0,0,46.659
Honda,1.429,45,9,3.124,1,1,0,56.556
Buick,1.105,48,12,4.498,0,0,2,25.647
SsangYong,1.423,19,1,1.076,0,1,3,27.654
Lexus,1.471,49,12,6.632,1,0,0,40.923
Chrysler,0.373,56,15,1.560,0,1,0,3.416
Toyota,2.476,40,13,3.177,0,0,0,7.409
Haval,1.294,40,0,4.092,0,0,2,29.451
Jeep,0.236,35,9,5.912,0,0,2,52.970
Volkswagen,1.154,34,13,4.712,0,0,0,72.080
GMC,0.702,50,12,0.784,1,0,3,71.855
Luxgen,1.327,39,6,5.465,0,0,0,39.292
Chevrolet,2.315,34,14,2.144,0,0,3,40.449
Mitsubishi,1.178,44,12,7.178,1,0,0,29.983
Buick,1.724,47,18,0.391,0,1,0,52.487
Isuzu,0.175,28,11,0.754,0,0,1,40.210
Volkswagen,1.546,39,15,2.569,0,0,2,44.596
Cadillac,1.640,20,2,3.875,0,0,2,30.895
SsangYong,0.517,59,23,6.105,0,1,3,46.379
Foton,0.252,34,9,3.089,0,0,0,21.601
Volkswagen,0.970,62,17,2.431,1,0,2,44.261
Zotye,0.461,34,17,6.576,0,1,3,45.654
Mercedes-Benz,0.839,19,2,2.839,0,0,0,29.817
Hyundai,1.508,43,17,1.416,1,0,2,43.470
Honda,1.657,35,14,1.738,0,0,0,17.489
Haima,3.465,27,3,1.006,1,0,1,33.328
Suzuki,2.574,27,9,7.791,1,0,3,44.120
Rolls-Royce,1.148,20,1,3.299,0,0,3,32.351
Mercedes-Benz,0.527,26,5,2.992,0,0,1,5.364
Tesla,1.283,71,18,0.785,1,0,2,35.384
Acura,0.624,26,4,2.717,0,0,0,13.700
Ravon,0.511,40,20,0.731,0,0,1,45.507
Foton,2.251,43,6,1.531,0,0,0,67.411
Datsun,1.605,43,8,4.696,0,0,0,13.669
Bugatti,1.109,29,4,8.861,0,0,0,51.522
Lamborghini,0.672,41,15,1.698,0,0,2,61.130
DongFeng,2.109,34,14,3.577,1,0,0,20.432
Maserati,1.596,54,24,9.782,0,0,3,59.026
Jaguar,0.229,51,26,2.358,1,0,2,44.341
Infiniti,1.800,21,0,8.436,0,0,0,29.739
DongFeng,0.435,42,11,3.291,0,0,0,34.280
Nissan,2.283,36,3,7.096,1,0,0,57.481
Mercury,1.592,33,13,4.255,0,0,2,28.933
Foton,1.989,22,2,1.892,0,0,3,30.126
Bugatti,1.927,35,3,3.573,0,0,0,11.373
ТагАЗ,1.487,26,5,2.855,0,0,1,8.247
ТагАЗ,0.812,38,3,2.945,0,0,1,33.448
Scion,0.927,42,21,5.884,0,0,0,36.662
Geely,3.161,31,14,3.357,0,0,1,22.117
Pontiac,1.578,32,13,2.305,0,0,0,52.120
Lada (ВАЗ),1.450,29,2,4.042,0,0,0,32.160
Mini,2.996,39,21,3.184,0,0,0,5.523
Lancia,1.636,41,14,2.627,1,1,0,13.255
Mitsubishi,0.336,43,10,0.795,1,0,0,52.640
УАЗ,1.865,29,7,0.019,1,0,0,31.895
Hyundai,0.436,31,7,4.611,1,0,0,50.146
Maybach,1.936,26,8,1.766,0,0,0,54.511
Lifan,0.597,25,4,0.348,1,0,0,39.462
FAW,3.484,51,12,4.662,0,0,1,22.060
Volvo,2.585,42,9,3.904,1,0,3,48.195
Lincoln,1.992,25,4,4.201,1,0,2,52.760
Cadillac,0.615,44,15,5.489,0,0,0,23.938
Isuzu,2.270,28,10,1.915,0,0,0,41.616
Rover,0.290,30,5,0.571,1,0,0,47.226
Lada (ВАЗ),3.575,30,10,0.713,0,0,1,62.756
Jeep,0.944,53,8,0.236,0,0,2,5.620
Lada (ВАЗ),0.224,29,8,2.969,0,0,0,32.304
Volvo,1.547,52,22,0.747,0,0,0,68.998
Lancia,0.729,57,16,2.553,1,1,1,31.704
Mercedes-Benz,1.882,32,13,0.556,0,0,1,36.248
FAW,0.860,29,7,4.064,0,0,2,14.963
Honda,2.443,43,9,2.539,0,0,0,45.911
Toyota,1.155,20,2,1.723,1,0,2,27.852
Luxgen,2.019,44,21,3.713,0,0,0,28.728
Honda,0.388,20,2,4.769,0,0,3,22.352
Smart,0.793,34,6,2.078,0,0,1,44.222
Lada (ВАЗ),2.424,27,7,5.440,1,0,2,34.898
Rover,0.303,24,0,3.363,0,0,1,33.810
FAW,0.253,38,9,4.840,0,0,0,58.658
Toyota,0.575,55,15,3.897,0,0,2,32.616
Oldsmobile,2.241,35,16,2.187,1,0,0,43.895
Aston Martin,0.713,35,7,1.411,0,0,0,18.819
Peugeot,1.393,45,18,2.105,1,0,0,24.744
Lincoln,1.411,36,5,2.879,1,0,2,25.801
BMW,2.143,20,2,0.866,0,0,0,25.467
JAC,2.968,19,2,3.721,0,0,2,18.296
Renault,1.438,33,14,4.720,0,0,2,32.745
Bugatti,1.782,30,5,1.046,1,0,2,9.607
Volvo,0.854,48,14,2.814,1,0,0,52.727
Hummer,0.535,26,6,2.235,0,0,2,26.323
Chery,1.150,55,27,3.370,0,0,2,51.390
Ford,0.952,27,6,3.289,0,0,0,19.676
Audi,0.880,20,3,3.587,0,1,3,33.341
Lancia,0.860,33,0,2.799,0,0,0,21.944
Jeep,2.627,46,11,0.513,1,0,2,8.321
BMW,1.451,21,2,1.736,1,0,1,36.814
Haval,0.585,49,17,3.299,0,0,0,18.807
Buick,1.044,32,13,5.609,0,0,0,67.986
GMC,0.638,22,1,6.043,1,0,0,53.717
Lamborghini,0.798,32,3,3.093,0,0,0,21.929
Nissan,2.087,45,6,7.154,1,0,3,31.705
Hyundai,1.479,48,11,2.790,0,0,2,58.041
Toyota,0.970,67,20,2.779,1,0,0,22.731
Suzuki,1.067,25,3,3.535,0,0,0,10.573
ГАЗ,1.149,39,20,3.856,1,0,0,17.009
Maserati,0.760,26,0,0.822,1,1,0,65.530
Ferrari,1.707,39,9,1.024,1,0,0,47.847
Mitsubishi,3.683,40,17,2.445,0,0,2,79.248
Scion,1.918,43,19,1.254,0,0,1,35.861
Opel,0.380,25,6,0.199,1,0,1,35.253
SsangYong,1.495,37,4,3.035,0,0,1,8.091
DS,2.594,23,1,3.576,0,1,2,5.458
Dodge,0.195,24,4,6.191,1,0,0,56.081
Haval,1.064,48,27,4.863,1,0,2,9.229
Genesis,0.491,24,6,5.440,1,0,2,29.965
Haval,1.814,30,2,8.405,0,0,0,32.452
Smart,0.832,29,8,5.926,1,0,3,52.548
Mazda,0.607,32,13,0.721,0,0,0,44.639
Lancia,2.678,49,13,1.822,0,0,0,32.454
Ford,0.376,34,12,1.116,0,0,0,34.480
Renault,0.341,19,1,2.512,0,0,1,27.008
Geely,1.637,56,13,2.496,0,0,0,27.008
Tesla,0.851,25,1,2.679,0,0,0,50.144
Volvo,0.814,42,16,3.341,0,1,2,40.535
Genesis,4.204,30,13,7.098,0,0,0,11.597
GMC,0.797,38,19,6.909,0,1,0,55.286
JAC,3.322,59,9,4.842,1,0,2,52.254
Skoda,1.196,22,3,5.979,1,0,2,3.007
Lifan,2.252,31,3,2.266,0,0,2,15.517
Dodge,0.487,47,25,4.319,0,0,0,32.110
SsangYong,2.780,18,0,1.641,0,0,2,44.509
Mitsubishi,0.811,48,9,4.420,0,0,1,65.160
Mitsubishi,1.369,44,14,6.534,1,0,0,14.319
Lada (ВАЗ),3.085,48,25,5.896,1,0,2,46.692
Chery,0.632,37,11,4.912,0,0,0,26.039
Infiniti,3.070,39,4,1.161,0,0,2,42.128
DS,2.276,26,2,5.323,0,0,2,15.398
Skoda,1.797,22,3,0.385,0,0,3,29.740
FAW,1.632,27,7,8.571,1,0,2,6.093
ГАЗ,1.303,33,5,3.057,0,0,3,9.144
Volkswagen,0.807,41,7,2.541,1,0,2,22.627
BMW,0.889,28,0,2.017,0,0,1,37.722
SsangYong,0.505,38,8,5.736,1,0,0,16.550
Zotye,0.220,22,2,0.372,0,0,3,54.470
BMW,2.706,19,1,5.721,0,0,0,12.518
Haval,1.883,57,16,8.513,1,0,0,21.670
Volvo,0.246,40,11,2.217,1,0,1,44.919
ГАЗ,0.606,23,5,9.532,0,0,2,27.647
SsangYong,0.435,26,4,3.028,0,0,0,31.840
Mercedes-Benz,0.610,44,17,8.403,0,0,2,38.801
Lada (ВАЗ),1.863,64,26,2.673,0,1,1,55.403
Changan,0.442,21,0,9.090,0,0,0,53.936
Lifan,3.318,37,15,0.261,1,0,2,3.392
Alfa Romeo,1.951,56,16,3.533,1,0,1,34.373
Genesis,0.953,35,10,3.646,1,0,0,23.436
Ford,2.709,63,17,5.845,0,0,0,36.906
SsangYong,1.316,33,15,6.733,0,1,0,13.664
Rolls-Royce,1.694,36,4,1.948,0,0,2,45.089
Mercedes-Benz,0.994,28,4,2.085,1,0,0,27.393
Daewoo,1.236,49,10,5.707,1,1,0,17.719
Audi,0.460,21,0,4.126,0,1,0,9.693
Dodge,1.284,42,13,5.348,0,0,0,10.469
Saab,1.046,21,2,8.104,0,1,1,3.174
Rover,0.341,36,16,4.191,0,0,0,64.948
Audi,1.107,37,1,4.788,0,0,0,43.932
Kia,1.171,38,14,8.086,0,1,1,35.871
Citroen,1.485,39,7,0.050,1,1,2,12.684
Infiniti,0.445,41,9,0.559,1,0,0,33.528
Renault,0.690,36,15,8.136,1,1,2,19.091
Changan,2.623,24,0,2.639,0,0,3,69.983
Daewoo,1.731,31,9,9.052,0,0,2,22.182
Lincoln,1.881,21,3,2.673,1,0,2,53.417
Mitsubishi,3.450,26,1,2.607,0,0,0,25.109
Scion,0.338,29,6,1.163,0,1,0,60.895
Smart,0.826,19,2,3.380,1,0,2,49.309
Honda,1.961,37,6,4.412,0,0,0,26.709
FAW,0.256,22,3,2.210,0,0,3,24.040
Volkswagen,0.325,60,24,1.371,0,0,0,51.466
Honda,0.848,36,14,3.803,0,0,3,76.061
Lifan,1.235,43,3,1.578,1,1,0,39.088
Opel,1.990,19,1,3.852,1,0,3,26.508
Peugeot,2.326,37,12,5.006,0,1,2,52.837
Lancia,0.363,51,15,2.837,0,0,1,48.524
Volkswagen,1.965,32,6,2.863,0,0,0,26.382
Jeep,0.616,18,1,0.288,1,0,0,29.268
Acura,0.545,37,4,3.563,0,0,0,15.771
Genesis,1.360,43,16,4.275,1,0,0,8.996
Citroen,0.881,81,20,3.121,0,1,1,18.230
Ravon,0.800,21,4,6.424,1,0,0,14.150
Luxgen,1.606,33,11,1.763,0,0,1,4.238
Mazda,0.334,55,17,4.648,1,0,2,50.254
Rolls-Royce,3.504,37,16,0.977,0,0,2,57.408
Isuzu,0.831,40,13,1.979,0,0,0,23.319
Lancia,0.467,35,15,3.818,0,0,0,26.817
Opel,1.599,35,0,2.063,1,0,0,26.065
Saab,2.936,48,14,1.566,1,1,1,12.910
Volkswagen,1.388,41,20,3.327,1,0,2,8.968
BMW,0.630,24,5,3.360,0,0,1,38.652
Luxgen,3.132,22,2,4.319,0,0,1,3.929
Mercedes-Benz,0.855,27,5,4.846,0,0,1,22.455
Pontiac,0.678,25,7,2.683,0,0,2,68.729
Tesla,0.907,61,18,3.436,1,0,2,46.696
GAC,0.442,30,6,0.100,0,0,0,39.672
DS,1.316,31,5,2.639,0,0,2,14.633
JAC,2.221,28,2,5.902,0,0,0,52.737
Kia,0.524,39,13,2.956,0,0,2,62.711
Foton,1.908,37,10,8.743,0,0,2,52.417
Foton,2.600,36,14,4.089,1,0,0,44.597
Maybach,0.599,37,3,2.613,1,0,1,7.951
Honda,0.307,30,1,2.621,1,0,0,11.083
Ravon,1.213,40,21,0.647,0,0,2,39.933
Toyota,2.180,43,9,1.180,0,0,3,31.096
SEAT,0.502,55,20,5.080,0,0,0,6.654
Peugeot,0.817,49,24,6.874,0,0,2,52.851
Dodge,0.624,34,4,4.564,1,0,0,35.204
BMW,1.838,30,10,0.554,0,0,0,7.129
Daewoo,0.563,27,7,4.086,0,0,0,57.145
BMW,1.079,39,18,8.741,0,0,0,38.447
BYD,0.197,30,3,4.129,0,0,1,45.702
Mercedes-Benz,2.308,32,12,6.289,1,0,2,24.493
Volvo,2.680,41,6,7.484,0,0,2,9.972
Mitsubishi,1.823,36,11,0.986,1,0,0,25.442
Land Rover,0.160,40,11,2.387,0,0,2,65.048
Nissan,0.799,22,1,3.334,1,0,0,26.410
Toyota,1.339,19,2,2.723,0,0,0,27.192
DongFeng,1.627,21,4,3.473,0,0,1,68.020
Tesla,1.483,38,17,0.478,0,0,3,6.825
GAC,0.206,33,15,2.338,0,0,1,8.442
Lexus,0.923,43,8,6.868,1,0,0,74.689
Zotye,0.150,51,12,4.640,0,0,1,39.978
GAC,0.898,24,3,4.450,1,0,1,16.154
Haima,0.245,54,17,0.169,0,0,2,83.534
Ford,1.121,35,11,7.029,0,0,0,18.737
Opel,0.995,38,18,3.203,0,0,2,53.731
Opel,1.239,41,17,6.562,0,0,0,22.885
Maybach,1.464,43,8,3.990,1,1,2,28.180
Alfa Romeo,2.466,26,8,1.854,0,0,1,46.523
GAC,0.384,22,4,0.093,0,0,0,62.205
Nissan,0.877,51,22,4.635,0,0,1,41.644
Lifan,1.255,24,7,2.485,1,0,2,22.672
Infiniti,2.827,32,13,0.918,1,0,3,14.444
Chevrolet,0.437,31,5,11.377,1,0,0,44.267
Subaru,3.244,70,13,6.817,0,0,0,5.748
Mazda,1.681,18,0,4.225,0,0,0,39.164
Toyota,0.941,29,9,9.152,1,0,3,25.650
Renault,2.635,60,22,8.091,1,0,3,46.230
ZAZ,2.320,70,25,2.944,1,0,0,17.451
Lancia,1.958,24,6,2.971,1,0,0,52.052
Honda,3.138,46,13,2.642,0,1,2,28.084
Oldsmobile,0.938,20,1,1.836,1,0,0,27.772
Suzuki,1.627,28,3,3.362,0,0,2,44.325
Maserati,2.452,27,2,2.661,1,1,2,15.388
GAC,1.269,29,4,1.055,0,0,2,25.619
Peugeot,1.847,32,11,1.917,0,0,0,22.631
Smart,2.118,27,1,2.097,0,0,0,78.822
Lamborghini,0.919,20,2,0.776,0,0,0,70.517
Skoda,0.717,24,5,4.102,1,0,0,50.176
Hummer,1.551,46,18,2.829,0,0,2,49.971
Haima,0.525,33,6,2.129,0,0,0,22.363
Geely,1.958,50,16,8.557,0,0,3,28.964
Ferrari,0.270,27,4,1.944,0,0,0,20.088
Oldsmobile,0.724,45,16,4.652,1,0,2,13.960
Citroen,0.232,30,5,1.674,1,0,2,59.830
Geely,0.845,32,0,3.045,0,0,0,73.423
Volvo,0.906,24,1,5.225,0,0,0,53.582
Suzuki,2.428,27,8,3.566,1,0,1,45.582
Jeep,0.476,40,1,7.659,0,0,0,27.106
Isuzu,1.000,34,6,1.644,1,0,0,7.159
Geely,0.826,25,1,1.707,1,0,0,12.226
Citroen,0.974,21,3,7.438,0,0,2,27.914
Brilliance,0.927,22,3,7.098,0,0,2,28.711
Opel,1.814,31,8,0.378,0,0,2,23.423
Zotye,1.243,23,1,2.139,0,1,0,33.480
Changan,0.860,33,13,1.724,0,0,0,31.346
Zotye,0.789,51,18,2.507,0,0,1,71.265
DS,0.915,31,10,2.131,0,0,1,7.077
Haval,1.019,23,3,3.158,0,0,3,19.247
Chevrolet,0.578,37,9,5.815,0,1,2,29.065
Brilliance,0.560,30,8,6.314,1,0,0,45.040
GMC,0.731,29,3,6.756,1,1,2,39.614
BYD,0.891,30,12,1.846,0,0,2,9.293
Foton,2.342,33,12,1.160,0,0,0,36.749
Mercedes-Benz,0.512,27,4,2.818,0,0,0,86.686
Haima,0.265,58,23,2.734,0,0,2,34.136
Skoda,1.775,54,7,1.743,0,0,0,61.400
BMW,3.235,39,12,7.499,1,0,0,44.606
Hyundai,0.887,51,10,1.296,0,0,0,8.466
Subaru,1.935,31,12,4.943,0,1,0,37.152
Maserati,1.537,57,25,2.977,0,0,0,42.776
Genesis,1.030,47,2,0.908,1,0,0,40.349
Chery,0.376,51,16,3.830,0,0,0,62.417
Luxgen,1.351,28,11,5.449,0,0,1,38.279
BMW,1.278,19,1,7.076,1,0,2,46.624
Luxgen,0.527,20,1,9.614,0,1,0,69.410
Oldsmobile,0.384,40,19,4.725,0,0,2,24.314
Kia,1.453,49,17,2.714,1,0,1,27.589
ГАЗ,2.951,24,4,1.063,0,0,1,58.350
Alfa Romeo,0.329,19,2,1.280,0,1,1,51.793
Kia,2.359,27,1,3.732,1,0,3,38.732
SsangYong,1.252,26,0,6.168,1,0,0,66.692
Nissan,1.053,29,11,3.196,0,0,0,11.952
Honda,1.883,40,2,4.686,0,0,1,37.863
Audi,0.691,62,24,3.563,0,0,2,56.877
Mazda,2.847,31,13,0.545,1,0,2,24.481
Haval,1.044,49,19,0.358,0,0,0,31.297
Jeep,0.199,39,12,0.071,0,0,0,32.265
Mercedes-Benz,1.515,26,8,0.083,0,0,0,14.459
GAC,2.507,32,15,2.715,1,0,1,7.987
FAW,1.484,39,21,0.818,0,0,3,28.397
Skoda,0.569,31,5,3.490,0,0,2,58.181
Acura,0.390,36,13,1.417,0,1,0,5.180
Land Rover,0.255,36,12,0.975,0,0,0,50.256
Kia,0.754,39,19,1.711,0,0,2,52.462
Porsche,0.930,37,10,1.552,1,1,1,49.285
Renault,2.089,40,3,1.709,0,0,0,48.012
Rover,0.511,39,14,2.637,1,0,0,92.737
Renault,1.183,30,7,7.936,0,0,2,61.730
Luxgen,1.730,24,2,2.867,0,0,2,55.946
Oldsmobile,0.818,45,17,4.671,0,0,0,19.943
Fiat,1.768,28,4,1.962,0,0,0,11.229
Volvo,0.924,22,3,1.442,0,0,2,21.033
Peugeot,1.655,43,11,1.562,0,0,1,11.268
SsangYong,0.505,30,12,0.076,0,0,3,28.357
Chery,0.426,46,13,9.303,0,0,0,70.625
Haima,0.994,24,1,1.308,0,0,0,3.827
Lada (ВАЗ),2.152,49,19,1.280,0,0,0,3.180
Mercury,2.285,39,4,2.060,0,0,1,24.668
Daewoo,2.865,34,8,2.507,0,0,3,57.169
Citroen,0.942,20,1,2.611,0,0,2,7.420
Mazda,2.769,37,17,2.533,0,0,0,20.334
Subaru,1.085,42,7,3.510,0,0,0,35.886
SEAT,0.540,30,10,2.282,0,1,0,57.387
Renault,0.402,44,6,5.028,1,0,0,3.227
Nissan,2.303,31,6,1.611,1,0,0,20.485
Hummer,0.172,28,9,4.455,0,0,2,35.247
Brilliance,0.342,23,4,1.479,0,0,0,14.029
Jaguar,0.221,25,6,2.689,0,0,0,29.245
Suzuki,1.741,50,25,1.640,0,0,2,7.754
Geely,0.233,55,15,1.530,1,0,0,26.655
Volkswagen,3.054,19,1,2.754,0,1,1,7.314
Bentley,1.263,40,22,5.111,0,0,2,61.251
Skoda,0.502,29,1,5.931,0,1,0,44.952
Pontiac,0.680,20,0,3.255,0,0,2,33.062
Ravon,2.228,27,8,7.837,0,0,1,20.768
Scion,2.077,20,2,4.694,1,1,0,48.449
Mercedes-Benz,0.684,43,14,6.049,0,0,0,16.283
Mazda,1.318,24,1,2.539,0,0,0,28.534
Brilliance,1.851,32,10,3.078,0,0,0,49.551
Pontiac,3.157,30,7,2.755,0,0,0,52.974
DS,0.996,63,15,3.036,0,0,0,35.191
Lamborghini,1.139,37,12,1.462,0,1,0,46.822
Nissan,0.751,31,9,6.479,0,0,3,29.422
Zotye,0.756,38,17,1.833,0,0,0,43.319
BMW,1.181,30,10,0.998,1,0,2,47.661
Jeep,0.848,32,12,2.111,1,0,2,34.129
Datsun,0.341,31,5,8.833,0,0,2,25.364
УАЗ,0.332,20,0,2.481,1,0,2,31.763
JAC,1.554,25,4,3.652,0,1,2,42.456
Mitsubishi,0.918,56,15,9.429,0,0,2,30.439
Foton,1.190,38,0,5.868,0,0,2,8.840
Mitsubishi,0.570,56,27,5.659,0,0,2,30.577
Chrysler,0.352,29,7,3.132,1,0,0,25.128
Volvo,2.324,20,0,0.189,1,0,2,53.232
Opel,2.245,19,1,0.603,0,0,2,27.462
Oldsmobile,1.059,54,16,4.178,1,0,1,23.331
Volkswagen,1.208,29,0,0.297,0,0,0,30.287
BMW,3.143,34,15,6.033,0,0,2,17.682
Fiat,2.062,30,8,6.028,0,1,0,39.536
Rolls-Royce,0.275,20,1,2.831,0,0,0,31.847
Lada (ВАЗ),2.550,39,7,0.483,0,0,2,63.958
Ravon,0.916,34,7,2.526,1,0,2,53.538
Mitsubishi,1.517,55,10,4.475,0,0,0,22.070
Daewoo,0.920,39,12,3.752,0,0,0,11.180
SEAT,0.379,31,9,2.612,0,0,2,21.748
Lancia,2.156,27,0,2.187,1,0,3,33.257
Opel,2.167,32,6,9.043,1,1,1,70.288
Mercury,0.536,22,3,3.392,1,0,2,27.460
Foton,0.174,27,6,3.704,0,0,1,24.086
JAC,1.757,42,17,0.251,0,0,0,6.633
Skoda,2.704,26,5,0.966,0,0,0,45.326
Pontiac,0.963,44,12,6.069,0,0,3,26.825
Audi,1.564,43,6,2.143,0,0,2,33.422
Peugeot,0.408,32,9,1.289,1,0,0,47.727
Suzuki,1.173,26,1,2.707,0,0,1,41.043
Ferrari,1.941,41,18,1.816,0,0,0,32.470
Nissan,1.550,63,12,0.405,0,0,0,26.087
Lifan,1.198,47,18,6.756,1,0,2,24.732
Subaru,2.275,33,3,6.041,1,0,1,21.116
GAC,2.722,31,7,3.813,0,0,2,49.867
Aston Martin,0.407,42,9,3.082,1,0,0,8.130
Lada (ВАЗ),0.907,26,0,2.865,0,0,3,35.351
Skoda,1.277,50,15,0.094,1,0,2,35.755
Land Rover,0.898,28,5,0.879,1,0,0,32.857
DongFeng,0.347,21,1,3.274,1,1,2,67.402
Hyundai,3.447,58,28,5.269,1,0,2,32.368
Hyundai,0.418,32,7,2.241,0,0,1,47.662
BMW,1.718,23,1,2.685,0,0,1,5.512
Volvo,0.969,44,16,2.263,1,0,2,77.255
FAW,1.227,34,9,1.632,0,0,2,9.514
Ford,0.363,23,2,5.446,1,0,0,62.165
УАЗ,1.259,47,17,2.498,0,0,1,46.696
Rover,1.563,54,19,2.112,0,0,2,12.597
Jaguar,0.534,44,8,2.211,1,0,1,51.774
Aston Martin,1.509,54,12,5.358,0,1,2,46.843
Honda,1.099,35,13,5.177,1,0,0,40.364
Volkswagen,2.445,30,11,5.678,0,0,2,25.260
Lada (ВАЗ),0.545,43,14,0.829,0,0,0,75.365
Skoda,1.725,34,12,1.973,0,1,0,35.997
ZAZ,0.655,37,19,7.799,1,0,0,50.371
Honda,0.411,24,4,2.518,0,0,0,33.177
Daewoo,0.480,32,10,0.534,1,0,0,56.204
Bentley,0.218,24,5,4.021,0,0,2,35.413
FAW,0.266,29,10,1.740,0,0,0,39.188
Genesis,0.991,19,0,6.345,0,1,0,17.104
Tesla,1.021,30,13,7.265,0,0,3,52.925
